complaint_id,citizen_id,department,region,category,severity,status,complaint_date,resolution_date,resolution_days,description,citizen_rating,mode_of_complaint,assigned_officer
GRV00528,CIT21898,Roads & Infrastructure,South District,Sewage Overflow,Critical,Resolved,2023-12-21,2023-12-22,1.0,Urgent complaint about our affecting citizens,5,Walk-in,Officer_280
GRV00529,CIT11832,Electricity Board,New Township,Sewage Overflow,Medium,Resolved,2022-07-22,2022-09-02,42.0,Urgent complaint about New Township affecting citizens,3,Mobile App,Officer_486
GRV00530,CIT87251,Housing Authority,North District,Garbage Collection,Critical,Closed,2024-08-30,2024-09-05,6.0,Overflowing dustbin near 16 area not cleaned,2,Walk-in,Officer_294
GRV00531,CIT71066,Revenue Department,West District,Documentation Issue,Low,Resolved,2023-10-06,2023-10-31,25.0,Serious issue regarding West District in our locality,4,Walk-in,Officer_460
GRV00532,CIT69892,Health Services,New Township,Road Damage,Medium,Resolved,2024-02-28,2024-03-22,23.0,Street not repaired since this months in this area,3,Phone,Officer_196
GRV00533,CIT67417,Roads & Infrastructure,Industrial Area,Air Pollution,Critical,Resolved,2022-08-04,2022-08-11,7.0,Serious issue regarding Industrial Area in our locality,4,Phone,Officer_455
GRV00534,CIT87982,Police Department,South District,Drainage Issue,Critical,Resolved,2023-11-25,2023-11-29,4.0,Stagnant water breeding mosquitoes near South District,4,Phone,Officer_242
GRV00535,CIT72367,Environment Department,Riverside Block,Road Construction Delay,High,Resolved,2024-03-30,2024-04-13,14.0,Repeated complaint about our in this area still unresolved,1,Online Portal,Officer_228
GRV00536,CIT16927,Education Department,Old City,Bus Route Issue,Low,Pending,2022-07-23,,,Serious issue regarding 17 in our locality,,Mobile App,Officer_295
GRV00537,CIT96649,Police Department,Hill Station,Noise Pollution,High,Resolved,2022-07-17,2022-07-22,5.0,Repeated complaint about this in our area still unresolved,4,Phone,Officer_358
GRV00538,CIT14141,Health Services,New Township,Noise Pollution,Medium,In Progress,2022-02-06,,,Repeated complaint about 30 in this area still unresolved,,Walk-in,Officer_292
GRV00539,CIT74419,Education Department,Old City,Road Damage,Medium,Resolved,2023-09-13,2023-09-28,15.0,Broken road surface causing vehicle damage in our,4,Phone,Officer_491
GRV00540,CIT83695,Roads & Infrastructure,Suburban Area,Delayed Response,High,Pending,2024-09-01,,,Urgent complaint about 18 affecting citizens,,Phone,Officer_234
GRV00541,CIT52006,Education Department,Riverside Block,Encroachment,Medium,Pending,2023-08-06,,,Serious issue regarding 2 in our locality,,Mobile App,Officer_287
GRV00542,CIT22759,Public Transport,Coastal Ward,Road Construction Delay,Critical,Resolved,2023-11-30,2023-12-07,7.0,Repeated complaint about our in our area still unresolved,1,Mobile App,Officer_226
GRV00543,CIT25003,Municipal Sanitation,North District,School Facilities,Critical,Pending,2023-09-17,,,No action taken on 7 complaint since our days,,Online Portal,Officer_335
GRV00544,CIT71564,Fire Services,Suburban Area,Road Construction Delay,Medium,Pending,2022-02-11,,,Serious issue regarding this in our locality,,Email,Officer_299
GRV00545,CIT54035,Public Transport,Riverside Block,Garbage Collection,Low,In Progress,2023-02-26,,,No sanitation vehicle visiting our locality since our,,Mobile App,Officer_414
GRV00546,CIT38059,Health Services,Industrial Area,Corruption,High,Resolved,2022-06-04,2022-06-24,20.0,No action taken on 10 complaint since this days,2,Email,Officer_480
GRV00547,CIT65981,Roads & Infrastructure,North District,Road Construction Delay,Medium,Resolved,2024-12-23,2025-01-27,35.0,Urgent complaint about 13 affecting citizens,3,Email,Officer_253
GRV00548,CIT77550,Revenue Department,Hill Station,Water Quality,Medium,Resolved,2023-05-30,2023-07-13,44.0,Repeated complaint about Hill Station in 30 area still unresolved,5,Mobile App,Officer_395
GRV00549,CIT92150,Education Department,West District,Poor Service,High,Resolved,2024-06-07,2024-06-28,21.0,Serious issue regarding West District in our locality,3,Phone,Officer_175
GRV00550,CIT93090,Municipal Sanitation,Riverside Block,School Facilities,Medium,In Progress,2022-05-12,,,Urgent complaint about this affecting citizens,,Walk-in,Officer_246
GRV00551,CIT24884,Fire Services,East District,Property Tax,Medium,Pending,2023-05-04,,,Urgent complaint about 8 affecting citizens,,Mobile App,Officer_258
GRV00552,CIT36475,Education Department,Old City,Water Quality,Medium,Reopened,2022-03-17,,,Urgent complaint about Old City affecting citizens,,Online Portal,Officer_232
GRV00553,CIT17251,Health Services,Hill Station,Water Quality,High,Resolved,2024-09-22,2024-09-25,3.0,Serious issue regarding our in our locality,1,Phone,Officer_286
GRV00554,CIT24671,Fire Services,Hill Station,Power Outage,High,Resolved,2022-10-15,2022-10-25,10.0,No electricity for our hours continuously,4,Online Portal,Officer_221
GRV00555,CIT65426,Police Department,South District,Noise Pollution,Medium,Resolved,2024-03-09,2024-03-29,20.0,Urgent complaint about 6 affecting citizens,2,Mobile App,Officer_240
GRV00556,CIT24806,Education Department,Suburban Area,Property Tax,Low,Closed,2024-12-28,2025-02-23,57.0,No action taken on this complaint since Suburban Area days,3,Mobile App,Officer_285
GRV00557,CIT96798,Education Department,Coastal Ward,Air Pollution,Low,In Progress,2022-03-13,,,Serious issue regarding Coastal Ward in our locality,,Walk-in,Officer_382
GRV00558,CIT67986,Revenue Department,Central Zone,Air Pollution,High,Closed,2024-12-31,2025-01-10,10.0,Repeated complaint about this in our area still unresolved,1,Mobile App,Officer_252
GRV00559,CIT14440,Municipal Sanitation,Old City,Poor Service,High,Pending,2024-04-12,,,No action taken on 29 complaint since this days,,Phone,Officer_477
GRV00560,CIT44205,Revenue Department,Industrial Area,Corruption,High,Closed,2022-11-25,2022-12-20,25.0,Serious issue regarding this in our locality,5,Email,Officer_477
GRV00561,CIT92595,Public Transport,Old City,Water Shortage,High,In Progress,2023-01-12,,,Contaminated water supply reported in Old City locality,,Online Portal,Officer_305
GRV00562,CIT87858,Municipal Sanitation,North District,School Facilities,Low,Resolved,2024-11-23,2024-12-19,26.0,Repeated complaint about our in this area still unresolved,2,Walk-in,Officer_188
GRV00563,CIT58182,Fire Services,Riverside Block,Noise Pollution,Low,In Progress,2024-04-28,,,Urgent complaint about this affecting citizens,,Email,Officer_214
GRV00564,CIT35987,Water Supply,Hill Station,Water Quality,High,Pending,2024-08-05,,,No action taken on Hill Station complaint since this days,,Email,Officer_319
GRV00565,CIT78922,Police Department,Central Zone,Street Light Failure,Medium,Resolved,2022-08-29,2022-09-03,5.0,Repeated complaint about this in this area still unresolved,1,Mobile App,Officer_465
GRV00566,CIT38254,Municipal Sanitation,North District,Property Tax,Medium,Resolved,2023-02-28,2023-04-12,43.0,No action taken on North District complaint since North District days,4,Mobile App,Officer_114
GRV00567,CIT86402,Health Services,Central Zone,Bus Route Issue,Critical,Pending,2024-01-28,,,Repeated complaint about 4 in Central Zone area still unresolved,,Walk-in,Officer_454
GRV00568,CIT19575,Revenue Department,Hill Station,Hospital Service,High,In Progress,2023-06-09,,,Serious issue regarding 19 in our locality,,Online Portal,Officer_270
GRV00569,CIT10702,Municipal Sanitation,Coastal Ward,Air Pollution,Critical,Reopened,2022-04-04,,,No action taken on this complaint since this days,,Walk-in,Officer_167
GRV00570,CIT71352,Housing Authority,North District,Road Construction Delay,Low,Resolved,2024-10-06,2024-11-28,53.0,Urgent complaint about our affecting citizens,5,Phone,Officer_172
GRV00571,CIT66372,Health Services,South District,Noise Pollution,Low,Resolved,2023-07-30,2023-09-24,56.0,No action taken on our complaint since our days,5,Walk-in,Officer_323
GRV00572,CIT16975,Electricity Board,Industrial Area,Delayed Response,Low,In Progress,2024-06-20,,,Urgent complaint about 6 affecting citizens,,Mobile App,Officer_193
GRV00573,CIT67870,Water Supply,North District,Property Tax,Medium,Resolved,2024-10-10,2024-10-17,7.0,No action taken on this complaint since this days,1,Mobile App,Officer_163
GRV00574,CIT45755,Public Transport,South District,Hospital Service,Low,Closed,2022-12-11,2023-02-24,75.0,Urgent complaint about 20 affecting citizens,5,Email,Officer_192
GRV00575,CIT13402,Revenue Department,South District,Bus Route Issue,High,In Progress,2023-11-05,,,No action taken on 23 complaint since our days,,Email,Officer_154
GRV00576,CIT92359,Public Transport,East District,Water Shortage,High,Resolved,2024-09-09,2024-09-26,17.0,Irregular water supply affecting 21 households,3,Online Portal,Officer_435
GRV00577,CIT16380,Police Department,Old City,Noise Pollution,Critical,Closed,2022-09-22,2022-09-26,4.0,No action taken on 12 complaint since 25 days,5,Email,Officer_295
GRV00578,CIT37292,Roads & Infrastructure,Riverside Block,Property Tax,Critical,Resolved,2022-07-02,2022-07-03,1.0,Urgent complaint about this affecting citizens,3,Mobile App,Officer_161
GRV00579,CIT57060,Health Services,Old City,Corruption,Critical,In Progress,2022-09-26,,,Serious issue regarding our in our locality,,Email,Officer_202
GRV00580,CIT21825,Education Department,Old City,Encroachment,Medium,Pending,2024-05-16,,,Repeated complaint about our in Old City area still unresolved,,Phone,Officer_422
GRV00581,CIT94883,Revenue Department,South District,Road Damage,Critical,Pending,2023-04-05,,,Road completely damaged after rains near 17,,Walk-in,Officer_339
GRV00582,CIT78562,Revenue Department,South District,Delayed Response,Critical,Resolved,2023-09-08,2023-09-12,4.0,Repeated complaint about 11 in 19 area still unresolved,1,Email,Officer_155
GRV00583,CIT43405,Housing Authority,Suburban Area,Corruption,High,Resolved,2023-06-03,2023-06-17,14.0,Serious issue regarding 26 in our locality,1,Phone,Officer_191
GRV00584,CIT86966,Electricity Board,Suburban Area,Road Damage,High,Resolved,2023-09-02,2023-09-15,13.0,Broken road surface causing vehicle damage in this,5,Walk-in,Officer_274
GRV00585,CIT66858,Electricity Board,West District,Drainage Issue,Critical,Resolved,2023-06-16,2023-06-18,2.0,Drain blocked causing flooding in this area,1,Online Portal,Officer_187
GRV00586,CIT49688,Fire Services,Old City,Poor Service,High,Pending,2024-09-23,,,No action taken on this complaint since our days,,Online Portal,Officer_164
GRV00587,CIT37424,Electricity Board,North District,Hospital Service,Low,Resolved,2023-01-21,2023-02-03,13.0,Repeated complaint about North District in North District area still unresolved,4,Email,Officer_197
GRV00588,CIT73576,Roads & Infrastructure,North District,Poor Service,Medium,Resolved,2022-11-09,2022-12-12,33.0,Repeated complaint about this in North District area still unresolved,2,Walk-in,Officer_391
GRV00589,CIT74972,Revenue Department,North District,Noise Pollution,High,Resolved,2024-06-03,2024-06-19,16.0,No action taken on this complaint since this days,5,Email,Officer_471
GRV00590,CIT85550,Police Department,Hill Station,Delayed Response,Low,Resolved,2022-02-08,2022-04-13,64.0,No action taken on 19 complaint since this days,4,Online Portal,Officer_353
GRV00591,CIT35192,Police Department,Hill Station,Air Pollution,Medium,Resolved,2022-11-27,2022-12-20,23.0,Repeated complaint about this in Hill Station area still unresolved,5,Walk-in,Officer_408
GRV00592,CIT98225,Environment Department,Hill Station,Poor Service,Medium,Resolved,2024-03-10,2024-04-10,31.0,No action taken on this complaint since Hill Station days,5,Mobile App,Officer_244
GRV00593,CIT30488,Environment Department,Coastal Ward,Power Outage,Low,Pending,2023-02-13,,,Power fluctuation damaging home appliances in this,,Phone,Officer_255
GRV00594,CIT32900,Municipal Sanitation,Riverside Block,Water Quality,Low,Resolved,2024-01-02,2024-02-01,30.0,Serious issue regarding 27 in our locality,3,Phone,Officer_158
GRV00595,CIT56562,Police Department,West District,Garbage Collection,Medium,Pending,2023-11-28,,,Garbage not collected for our days,,Mobile App,Officer_453
GRV00596,CIT69917,Housing Authority,Riverside Block,Garbage Collection,Critical,In Progress,2024-06-15,,,Garbage not collected for 5 days,,Email,Officer_121
GRV00597,CIT30582,Housing Authority,South District,Drainage Issue,High,Pending,2024-01-11,,,Drainage pipe broken for this weeks,,Email,Officer_355
GRV00598,CIT26119,Environment Department,South District,Street Light Failure,Medium,Pending,2022-10-10,,,Urgent complaint about this affecting citizens,,Online Portal,Officer_225
GRV00599,CIT64396,Education Department,Industrial Area,School Facilities,Low,Pending,2024-02-02,,,No action taken on Industrial Area complaint since this days,,Mobile App,Officer_170
GRV00600,CIT13901,Revenue Department,Suburban Area,Corruption,Critical,Closed,2024-11-23,2024-11-29,6.0,Repeated complaint about 6 in 24 area still unresolved,1,Walk-in,Officer_261
GRV00601,CIT17577,Revenue Department,East District,Corruption,High,Resolved,2022-11-06,2022-11-27,21.0,No action taken on this complaint since our days,3,Walk-in,Officer_104
GRV00602,CIT36887,Health Services,New Township,Sewage Overflow,High,Closed,2024-07-02,2024-07-25,23.0,Repeated complaint about our in this area still unresolved,2,Walk-in,Officer_143
GRV00603,CIT47214,Water Supply,Riverside Block,Noise Pollution,High,Resolved,2024-12-01,2024-12-21,20.0,Urgent complaint about our affecting citizens,5,Walk-in,Officer_487
GRV00604,CIT49838,Fire Services,East District,Water Shortage,High,Resolved,2023-06-14,2023-06-24,10.0,Contaminated water supply reported in 18 locality,1,Walk-in,Officer_232
GRV00605,CIT49054,Fire Services,New Township,Air Pollution,High,Resolved,2022-09-13,2022-09-30,17.0,Serious issue regarding our in our locality,2,Email,Officer_389
GRV00606,CIT47294,Environment Department,Hill Station,Water Quality,Medium,In Progress,2023-09-05,,,Urgent complaint about this affecting citizens,,Email,Officer_477
GRV00607,CIT22843,Municipal Sanitation,New Township,Noise Pollution,Low,Pending,2024-07-19,,,Urgent complaint about this affecting citizens,,Phone,Officer_141
GRV00608,CIT62789,Roads & Infrastructure,Industrial Area,Corruption,Medium,Closed,2024-01-27,2024-03-05,38.0,Repeated complaint about our in this area still unresolved,4,Phone,Officer_452
GRV00609,CIT73539,Education Department,Coastal Ward,Corruption,Low,In Progress,2022-09-18,,,Repeated complaint about 6 in Coastal Ward area still unresolved,,Phone,Officer_342
GRV00610,CIT25842,Water Supply,Coastal Ward,Drainage Issue,Medium,Closed,2024-04-16,2024-04-28,12.0,Drainage pipe broken for our weeks,1,Email,Officer_178
GRV00611,CIT28630,Roads & Infrastructure,Industrial Area,School Facilities,Medium,Reopened,2022-10-20,,,Repeated complaint about our in our area still unresolved,,Mobile App,Officer_193
GRV00612,CIT73068,Environment Department,Old City,Water Shortage,Medium,Resolved,2022-04-02,2022-05-03,31.0,Irregular water supply affecting this households,3,Phone,Officer_343
GRV00613,CIT68973,Environment Department,Riverside Block,Street Light Failure,Medium,In Progress,2024-08-01,,,Repeated complaint about our in this area still unresolved,,Phone,Officer_219
GRV00614,CIT94661,Revenue Department,Industrial Area,Water Quality,High,Resolved,2024-06-26,2024-07-07,11.0,Serious issue regarding Industrial Area in our locality,1,Email,Officer_422
